Y,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12,V_13,V_14
3,6,1,1,0,1,1,5,3,4,4,3,1,1,H
5,3,0,1,0,1,1,5,4,1,4,3,1,4,H
3,2,0,1,1,3,1,6,6,4,3,2,2,4,P
4,4,0,1,0,8,1,6,3,4,3,1,2,4,5
3,7,2,2,1,4,1,5,5,2,4,2,3,1,Y
4,4,0,1,0,1,1,5,4,6,3,2,1,4,P
4,5,1,1,0,8,1,2,1,5,3,2,1,2,2
4,8,1,1,0,1,1,5,5,3,2,1,1,4,4
4,1,1,3,0,6,1,3,2,6,2,2,5,4,M
4,8,2,2,0,7,2,3,1,5,5,3,4,2,X
2,7,1,3,0,2,1,4,2,4,2,3,4,2,D
3,1,2,3,0,6,1,6,5,1,3,1,2,4,O
3,8,2,3,0,6,1,1,1,5,3,2,4,2,B
3,5,0,1,0,1,1,4,6,6,2,2,1,1,M
4,4,1,1,0,1,1,6,5,2,2,1,1,4,4
3,1,1,2,0,7,1,2,2,3,3,3,5,2,G
4,5,1,2,4,5,1,3,5,4,3,1,4,4,N
4,4,1,1,0,1,1,5,3,1,3,1,1,2,5
4,5,1,1,0,1,2,6,4,5,5,3,2,4,X
5,8,1,2,0,7,1,2,2,2,2,2,3,2,M
4,3,1,1,0,8,1,3,2,3,3,2,2,2,2
4,7,2,2,0,7,2,2,1,6,3,3,5,2,G
4,8,2,2,2,4,1,1,2,6,3,2,3,1,B
3,5,1,1,0,8,2,6,5,1,3,3,2,2,G
4,4,1,1,0,8,1,5,4,6,2,2,2,2,V
4,5,1,1,0,1,1,6,3,3,3,3,1,2,Q
4,7,1,1,0,1,1,6,4,3,2,2,1,2,M
4,8,2,2,0,1,1,3,4,1,3,3,3,1,Q
3,5,1,2,0,7,1,6,2,5,2,2,5,4,M
4,4,1,1,0,1,1,5,4,1,3,2,1,1,P
4,7,1,1,0,1,1,6,4,3,2,2,1,2,M
1,6,2,2,0,2,1,3,2,3,4,2,4,2,Y
4,8,2,3,0,6,1,2,2,4,2,1,3,1,J
3,4,1,1,0,8,1,5,3,6,2,4,2,2,K
4,7,1,2,0,7,1,5,3,4,3,3,4,2,Q
4,8,1,4,0,6,1,3,1,6,3,1,3,4,O
4,2,1,1,0,8,1,2,3,1,3,2,2,2,A
5,4,1,3,0,6,1,5,3,4,1,1,2,4,U
3,8,1,2,0,2,2,6,3,1,2,2,3,2,E
1,7,1,1,2,3,1,3,1,1,3,2,1,1,2
3,5,1,2,0,7,1,2,2,4,3,2,3,1,2
4,8,2,2,0,2,2,1,3,5,2,2,4,2,E
4,7,1,2,2,4,1,6,4,1,3,2,4,4,B
4,3,1,1,0,8,2,3,1,4,1,3,2,5,Z
3,8,2,2,1,4,1,4,3,4,3,1,3,1,5
3,8,2,3,0,6,2,3,2,1,5,3,3,2,X
2,8,2,2,2,4,1,3,1,1,5,3,3,1,X
4,5,1,2,0,2,1,2,1,4,3,1,4,1,N
3,8,2,2,0,2,1,2,1,4,3,2,3,2,F
4,6,1,1,0,8,1,2,1,4,2,1,2,2,4
3,2,1,1,0,8,1,2,1,2,3,3,2,2,Q
4,6,1,2,1,4,1,5,3,4,4,2,3,1,Y
4,4,1,1,2,3,1,5,3,2,3,1,1,4,N
4,2,1,1,0,8,1,2,3,4,3,2,2,2,A
4,7,2,2,0,7,2,3,1,5,3,3,4,2,G
3,7,2,2,0,1,1,3,1,4,1,3,1,2,Z
4,8,2,2,1,4,1,2,1,6,4,2,3,1,S
3,7,1,1,0,1,1,5,3,4,1,4,1,5,6
4,8,2,2,0,2,1,3,3,3,1,2,3,2,I
4,3,0,1,0,1,1,6,4,4,2,1,2,4,4
4,5,1,1,0,8,1,2,2,3,2,2,2,2,M
4,3,0,1,0,1,1,5,4,1,3,2,2,1,P
4,5,1,2,0,7,1,3,5,2,3,1,5,2,5
4,4,0,1,0,1,1,5,4,1,3,2,1,4,P
3,8,1,2,0,2,2,3,1,4,2,4,3,1,K
4,3,0,1,0,1,1,5,4,1,3,2,2,1,P
3,8,1,2,0,2,1,2,2,2,3,3,3,2,G
1,8,1,1,0,1,1,2,1,2,3,2,1,1,A
4,5,2,2,0,7,1,3,3,4,2,2,5,2,M
4,8,2,4,0,6,1,1,1,5,4,2,3,2,S
4,8,2,2,2,4,1,1,2,6,3,2,3,1,B
3,7,2,2,1,4,1,1,1,5,3,1,3,2,O
3,8,1,2,0,7,2,3,1,1,4,2,5,2,S
4,7,0,1,0,1,1,5,4,4,2,2,1,4,V
5,5,0,2,0,2,1,3,4,1,2,2,4,1,M
4,7,2,2,3,5,2,2,2,1,2,2,3,1,T
4,4,1,1,0,8,1,5,3,5,4,3,2,4,H
3,4,1,3,0,6,1,5,5,2,4,3,1,4,H
4,8,2,2,0,7,1,1,1,5,3,2,4,2,A
3,8,2,2,0,2,2,3,1,6,4,2,3,1,Y
4,3,1,1,0,1,1,5,3,1,2,2,2,2,E
3,6,1,2,0,7,1,6,3,3,4,2,4,4,S
4,5,1,1,0,1,1,5,4,1,2,2,1,1,M
4,6,1,1,0,1,1,3,3,3,2,2,1,1,1
3,8,2,3,1,5,1,2,1,1,3,2,3,1,A
4,5,1,2,0,7,1,5,4,4,3,1,5,4,O
4,1,1,1,0,1,2,5,3,1,2,2,2,1,E
3,8,1,2,0,7,1,1,2,4,2,2,4,2,1
4,3,1,1,0,1,1,5,2,4,2,2,1,1,M
5,5,0,1,0,1,1,5,4,4,2,2,1,4,M
4,6,1,2,1,4,1,5,3,3,2,1,4,4,4
3,8,2,2,0,2,1,3,3,6,2,4,3,2,K
3,7,2,3,0,6,1,6,3,3,4,2,3,1,S
3,8,2,3,0,6,2,2,1,4,3,1,3,2,O
4,4,1,1,0,1,2,5,3,1,2,4,1,1,K
2,8,2,2,0,2,2,1,1,1,2,2,3,1,C
4,8,2,2,2,4,1,1,1,5,2,2,4,1,E
3,6,1,2,0,7,1,5,3,4,2,2,5,2,1
1,7,1,2,0,2,1,3,3,3,3,2,3,1,2
4,5,1,1,0,8,1,3,2,5,4,3,2,2,H
3,6,1,1,0,8,1,3,3,5,3,2,2,2,P
4,7,1,2,0,7,1,6,3,3,3,2,5,2,2
3,5,1,1,0,1,1,6,5,2,2,2,1,4,V
4,8,2,2,0,2,1,5,2,3,4,4,3,1,3
4,7,1,2,0,7,2,3,1,2,3,2,5,4,B
4,8,2,2,0,2,1,1,1,4,3,2,3,2,2
1,5,1,2,0,2,1,6,3,4,4,3,4,4,H
4,8,2,2,0,1,1,3,4,1,3,3,3,1,Q
3,8,0,3,0,6,1,3,2,1,3,3,3,1,G
4,7,2,2,0,2,1,4,3,4,3,1,3,4,5
4,7,1,1,0,1,1,5,5,1,2,2,1,1,E
2,8,2,2,0,7,2,3,1,1,2,2,3,4,E
4,4,1,1,0,8,2,1,1,6,3,2,2,2,B
3,6,1,1,0,1,1,3,7,1,3,2,1,2,P
4,8,2,2,0,2,1,1,1,6,3,1,3,2,O
4,8,2,2,0,2,1,3,1,6,3,2,3,1,F
3,7,1,1,0,8,1,4,4,1,2,2,2,2,M
3,5,1,1,0,1,2,4,5,6,3,2,1,1,B
4,7,1,1,0,8,1,2,2,3,3,1,2,2,N
4,3,1,2,1,3,1,6,2,3,2,1,1,4,4
3,8,1,2,1,4,2,1,1,6,2,2,3,1,T
5,2,0,2,0,7,2,5,3,3,2,2,5,4,E
3,8,1,1,0,1,2,5,7,1,3,3,1,1,G
3,3,1,1,0,1,1,5,4,6,2,2,2,2,M
4,3,1,1,0,8,1,6,5,3,1,2,2,2,I
3,7,2,1,0,1,1,3,4,4,1,1,1,2,U
4,7,1,1,0,8,2,1,1,4,3,3,2,2,Q
3,8,1,1,0,1,1,3,3,5,2,2,1,2,V
3,5,1,1,0,1,1,4,2,6,3,2,1,1,B
4,4,0,1,0,8,1,6,3,4,3,1,2,4,5
3,4,0,1,0,1,1,6,3,3,1,3,2,4,Z
4,3,1,1,0,8,1,1,2,4,3,2,2,2,B
4,4,1,1,0,1,1,3,4,4,3,3,1,4,G
3,8,2,3,0,6,1,2,1,4,3,2,3,1,2
3,3,1,2,0,7,1,3,3,3,2,2,5,2,V
4,8,1,2,0,2,1,5,2,4,4,2,3,1,S
3,4,1,2,0,7,1,3,3,6,4,2,5,2,S
4,3,1,1,0,8,1,6,3,3,4,2,2,2,Y
3,8,1,3,0,6,1,2,1,3,2,1,3,1,J
3,5,2,2,1,4,1,1,1,6,2,4,4,2,K
4,3,1,1,2,3,2,2,1,2,1,4,2,1,6
4,3,1,1,0,8,2,3,1,5,1,4,1,2,6
3,4,1,1,2,3,1,2,2,6,3,2,2,4,P
4,4,1,2,0,7,1,6,3,1,2,2,5,1,C
4,8,2,2,0,2,2,3,1,2,3,2,3,4,2
4,4,1,1,0,8,1,5,4,6,2,2,2,2,V
3,8,2,3,0,6,1,5,2,2,1,1,5,2,R
3,4,1,1,0,8,1,3,5,6,5,3,2,1,X
4,7,1,2,0,2,1,2,2,1,2,2,4,2,M
4,4,0,1,0,8,1,6,2,2,3,2,2,2,2
4,1,1,1,0,8,1,5,7,1,2,2,2,5,1
4,4,1,2,0,7,2,6,5,1,3,3,5,2,G
3,5,1,2,1,4,1,5,2,3,2,2,2,4,V
4,3,1,1,0,8,1,5,3,3,5,3,2,2,X
3,5,2,3,0,6,1,2,3,1,3,2,5,1,2
3,8,1,2,0,1,1,6,4,1,2,2,3,1,M
3,4,2,2,0,7,2,1,1,6,1,2,5,2,I
3,7,1,2,0,2,1,6,5,2,3,2,3,2,P
4,4,1,1,1,3,1,3,4,6,1,1,1,4,L
4,1,2,2,0,7,1,2,2,3,1,1,5,2,U
4,8,0,2,0,2,1,5,4,5,3,2,3,1,P
4,4,0,1,0,1,1,5,4,6,3,2,1,4,P
3,8,2,3,0,6,1,1,1,5,3,2,4,2,B
4,4,1,1,0,1,1,5,3,5,3,1,1,4,O
4,5,1,2,0,7,1,3,5,2,3,1,5,2,5
2,8,2,2,0,2,1,2,2,3,2,2,4,1,V
4,6,1,2,0,2,1,5,6,4,2,2,3,4,E
4,6,1,2,3,5,1,6,4,4,2,2,4,4,V
4,2,1,1,0,1,1,3,5,2,3,3,1,2,Q
2,8,1,2,1,4,1,3,2,3,2,2,3,1,M
4,8,1,2,0,2,1,1,1,6,2,2,3,1,M
4,5,1,1,0,8,2,2,1,4,3,3,2,2,G
4,8,2,2,0,2,1,3,1,3,2,2,3,2,V
3,6,1,1,0,1,1,4,4,4,2,1,1,2,J
3,8,1,2,2,4,1,4,1,4,2,1,3,1,J
4,4,1,1,1,3,1,3,5,2,4,2,1,4,S
3,8,1,2,1,4,2,1,1,6,2,2,3,1,T
1,8,2,3,0,6,2,3,1,2,2,2,3,2,T
4,8,2,2,2,4,2,3,1,1,2,2,3,1,E
3,8,2,2,0,2,1,6,6,1,2,4,3,1,K
3,7,2,2,0,2,1,4,2,2,3,2,3,2,F
3,4,1,2,0,2,1,6,6,4,4,2,1,2,Y
3,6,1,1,0,1,1,5,2,4,3,2,1,1,A
4,3,1,2,1,3,1,6,2,3,2,1,1,4,4
4,8,1,2,0,7,1,5,1,3,4,3,5,2,H
4,6,1,1,1,3,2,3,1,1,5,3,1,4,X
3,4,1,1,0,1,2,6,1,1,5,3,1,3,X
4,8,2,2,0,2,2,5,3,1,3,3,3,1,G
4,7,1,1,0,1,1,5,4,4,3,1,1,4,O
4,3,1,1,0,8,1,6,5,3,1,2,2,2,I
3,7,1,1,0,1,1,3,5,2,2,2,1,1,M
3,8,1,2,0,2,1,2,4,5,2,2,3,4,M
3,8,2,2,1,4,1,2,2,4,3,2,3,1,P
3,5,1,2,0,2,1,2,3,1,2,1,5,2,4
5,3,1,2,0,2,1,3,2,5,1,1,5,4,L
4,8,2,2,0,2,1,2,3,4,3,3,3,2,Q
3,5,0,1,0,1,1,3,4,6,3,2,1,4,P
2,8,1,2,2,4,2,3,1,6,2,4,3,1,K
4,6,1,2,3,5,1,6,4,4,2,2,4,4,V
4,8,1,2,0,7,1,5,3,3,4,2,5,4,S
3,4,1,2,0,2,2,3,1,1,3,2,5,2,F
4,7,1,1,0,8,1,5,3,1,2,4,1,2,K
4,7,2,2,0,7,2,2,1,2,3,3,5,2,G
3,5,1,2,0,7,1,5,3,3,4,2,2,4,Y
3,8,2,2,0,2,1,5,3,1,4,3,3,1,H
3,4,0,2,2,4,1,2,1,4,3,3,3,1,G
1,8,1,2,0,2,1,5,4,3,2,2,3,4,M
3,7,1,2,0,7,1,5,3,5,3,2,5,2,A
3,1,1,2,0,7,1,3,2,1,4,2,4,2,S
2,7,1,1,0,1,1,3,1,4,2,1,1,1,J
3,6,1,1,0,1,1,3,4,5,3,2,1,1,P
4,8,2,2,1,4,2,2,1,6,3,1,3,1,N
2,6,1,1,0,1,1,3,5,3,2,2,1,1,M
4,8,1,1,0,8,2,1,1,4,5,3,2,2,X
3,8,2,4,0,6,1,1,3,5,2,2,3,1,M
4,8,2,2,0,2,1,3,3,2,2,3,3,2,D
3,8,1,1,0,1,2,5,2,1,5,3,1,1,X
3,6,1,1,1,3,1,5,6,3,2,2,1,4,M
5,4,1,3,0,6,1,5,3,4,1,1,2,4,U
4,6,1,1,0,8,1,2,1,4,2,1,2,2,4
4,4,1,1,0,1,1,5,3,5,3,1,1,4,O
4,4,1,1,0,8,2,6,3,3,3,3,2,4,Q
3,7,1,2,0,7,1,2,3,1,3,2,5,2,P
4,7,2,2,0,2,1,4,3,4,3,1,3,4,5
3,6,1,1,0,1,2,5,3,4,3,1,1,2,O
4,7,1,1,0,1,1,5,5,1,2,2,1,1,E
4,8,1,1,0,1,2,6,3,4,2,2,1,2,1
4,8,1,2,0,7,1,1,1,5,2,2,5,2,1
4,5,1,1,0,1,2,4,1,1,1,1,1,1,U
4,4,1,1,0,1,1,5,3,4,2,2,1,4,V
3,4,1,1,0,8,1,3,2,3,3,1,2,2,O
4,7,1,2,0,7,2,1,1,5,3,2,4,4,B
4,3,1,2,0,2,1,6,3,4,3,1,1,4,N
3,8,1,2,2,4,1,3,3,3,2,2,3,1,M
3,7,1,2,0,7,1,3,2,1,2,2,5,2,1
2,8,2,2,0,2,2,1,1,1,2,2,3,1,C
5,3,0,1,0,1,1,3,3,3,3,1,1,4,N
3,8,1,2,0,2,1,4,3,6,4,2,3,1,S
4,1,0,1,2,3,1,2,1,4,3,3,2,4,G
4,7,2,1,0,8,1,3,4,4,3,1,1,3,O
3,8,1,4,1,5,2,2,2,1,3,1,3,1,O
4,5,1,1,0,1,1,6,1,4,2,2,2,4,1
4,3,1,1,0,8,1,1,2,4,3,2,2,2,B
4,4,1,1,0,8,1,2,2,2,3,1,2,2,O
4,2,1,2,0,7,1,3,2,3,2,2,5,2,C
3,8,2,2,2,4,1,2,2,1,3,2,3,2,A
2,8,1,2,0,7,1,6,3,1,2,2,5,2,M
4,5,1,1,0,8,2,3,1,3,1,3,2,2,Z
4,3,1,1,0,8,1,2,5,1,4,2,2,2,S
4,8,2,3,0,6,1,3,1,5,4,4,4,2,3
5,4,1,3,0,6,1,5,3,4,1,1,2,4,U
4,8,1,2,2,4,1,5,3,4,2,2,3,1,M
4,8,2,3,0,7,1,3,1,6,3,1,4,2,5
3,4,1,2,0,7,1,5,3,1,2,2,5,2,V
4,4,1,2,0,7,2,5,2,1,3,3,5,2,Q
3,8,1,3,0,6,1,2,1,3,2,1,3,1,J
4,4,1,2,0,7,1,1,1,3,3,2,5,2,F
3,7,2,2,0,7,1,1,1,5,3,3,5,2,G
3,2,0,1,1,3,1,6,6,4,3,2,2,4,P
4,4,1,1,0,8,1,5,3,5,2,2,2,4,M
3,6,2,4,1,5,1,5,6,4,4,3,4,4,H
3,3,1,2,0,2,1,3,2,3,3,2,5,2,A
5,5,0,2,0,2,1,3,4,1,2,2,4,1,M
5,6,0,2,0,2,1,5,4,2,2,2,4,1,M
4,7,2,2,0,7,2,3,1,1,5,3,3,4,X
4,4,1,1,0,8,2,1,1,6,3,2,2,2,B
4,4,1,1,0,8,1,5,3,5,4,3,2,4,H
4,7,2,2,3,5,2,2,2,1,2,2,3,1,T
4,1,1,1,0,1,1,2,2,4,3,2,2,2,2
4,4,1,1,0,8,1,2,2,5,3,2,2,2,2
1,8,2,2,0,2,2,3,1,5,2,3,3,1,D
4,5,1,2,0,7,1,5,3,1,3,1,5,2,O
4,4,2,1,0,1,1,5,4,4,2,2,1,1,C
4,6,1,2,0,7,1,2,2,1,2,2,5,2,1
4,7,1,2,0,7,2,3,2,6,1,2,5,2,I
4,5,1,1,1,3,1,5,2,6,1,1,1,4,R
4,5,1,3,2,5,1,5,2,3,2,1,5,4,4
3,6,1,1,0,8,1,4,3,6,4,4,2,2,3
4,4,1,2,2,4,1,4,4,1,3,2,4,4,2
3,5,1,1,0,1,1,3,5,2,2,2,1,2,V
3,7,1,1,3,3,1,3,2,2,4,2,1,2,Y
3,7,2,2,0,7,1,5,4,1,3,2,4,2,A
3,7,1,2,0,7,1,3,5,2,2,2,5,2,V
4,5,2,2,0,2,1,5,5,2,3,2,4,4,P
1,8,1,2,0,7,1,3,2,3,3,2,5,2,2
5,6,2,4,0,6,1,5,3,4,2,4,3,1,K
4,7,2,3,0,6,1,2,2,3,3,3,4,2,G
1,3,1,1,0,8,1,1,2,3,3,2,2,2,A
4,6,1,1,0,1,1,6,5,3,4,2,1,1,S
1,7,1,2,0,7,1,3,2,3,2,4,5,1,K
4,2,1,1,0,1,1,2,1,5,3,2,2,2,B
3,8,2,3,0,6,2,3,3,1,1,1,3,2,U
4,8,2,2,1,4,1,5,3,6,2,4,3,4,K
4,8,2,2,2,4,1,3,2,2,2,1,3,1,4
1,8,2,2,3,5,1,3,2,4,2,2,3,1,M
2,1,2,2,0,7,2,2,1,1,3,1,2,2,O
1,7,1,2,0,2,1,3,3,3,3,2,3,1,2
3,7,1,1,2,3,1,1,1,4,5,3,1,2,X
3,4,1,1,0,1,1,3,4,6,3,2,1,2,P
4,2,1,1,0,8,2,3,1,1,3,3,2,2,Q
4,8,2,2,2,4,2,2,1,5,5,5,3,1,W
4,8,2,2,0,7,1,5,7,1,2,2,4,2,M
3,5,2,2,0,7,1,2,1,2,1,1,5,2,L
3,8,2,2,1,4,1,4,3,4,3,2,3,1,A
3,4,1,1,0,1,1,2,6,1,3,2,1,1,P
3,8,1,2,2,4,1,5,2,1,3,2,3,1,2
4,8,0,2,0,2,1,5,4,5,3,2,3,1,P
3,3,1,2,0,7,1,3,3,3,2,2,5,2,V
4,4,1,1,0,1,1,5,6,3,2,1,1,4,4
3,5,1,2,0,7,1,3,2,2,1,2,2,1,I
4,7,0,1,0,8,1,5,5,1,2,2,2,2,E
3,6,1,2,2,3,1,1,1,6,3,2,4,1,A
5,3,0,1,0,1,1,5,4,4,3,1,2,4,N
4,4,2,2,0,7,1,4,2,4,1,1,5,2,L
5,3,0,1,0,1,1,5,4,4,3,1,2,4,N
4,1,0,1,0,1,1,6,2,5,4,3,2,2,H
4,5,1,2,0,7,1,5,4,4,3,1,5,4,O
4,4,1,1,0,1,1,3,4,4,3,3,1,4,G
3,8,2,2,0,7,1,2,2,1,3,2,5,2,2
4,1,1,2,0,7,1,3,2,3,2,2,5,1,V
3,8,1,2,0,7,1,1,1,4,5,3,5,2,X
5,8,1,3,1,5,1,6,3,2,3,2,3,1,P
3,6,1,2,0,1,1,5,4,1,2,2,2,4,M
4,6,1,3,0,6,1,3,4,5,2,2,2,4,M
4,3,2,2,0,2,2,5,5,1,2,3,1,4,D
3,8,2,3,0,6,1,3,2,5,3,2,3,1,P
3,2,2,2,0,2,1,2,1,4,2,2,5,2,1
3,4,1,1,3,3,1,3,2,4,1,1,2,4,R
4,7,2,2,0,7,2,3,2,1,3,2,5,1,2
3,8,2,3,1,5,1,3,1,5,3,1,3,1,5
4,8,1,2,0,2,1,3,4,4,3,2,3,1,P
4,4,1,1,0,1,2,5,2,5,3,3,1,4,Q
4,7,1,1,0,8,2,3,3,1,2,2,2,2,C
3,5,1,2,2,3,1,6,4,3,2,1,4,4,4
1,2,2,2,0,2,2,4,4,5,3,2,5,2,2
4,8,1,2,0,7,1,6,2,5,2,2,4,2,M
3,5,1,1,0,1,1,6,3,4,3,1,1,1,O
3,7,1,2,0,2,1,6,4,1,3,2,3,2,A
4,4,1,2,0,7,1,1,1,4,3,1,5,2,N
4,8,2,2,0,7,1,4,3,4,3,1,4,4,5
4,8,2,2,0,2,1,2,3,4,3,3,3,2,Q
3,7,1,2,0,2,2,5,4,1,3,1,3,4,O
4,5,1,1,0,1,1,3,5,3,1,1,1,2,R
4,8,1,2,1,4,2,5,2,3,3,3,3,4,Q
4,2,1,2,0,7,1,3,2,1,2,2,5,2,T
3,4,2,2,0,7,2,1,1,6,1,2,5,2,I
3,8,2,4,0,6,1,1,2,4,3,2,3,2,P
1,8,2,2,0,2,2,3,1,5,2,3,3,1,D
3,5,0,1,0,1,1,3,7,2,3,2,1,1,2
3,8,2,2,0,7,1,6,4,1,2,4,3,2,K
2,8,2,2,2,4,1,2,1,5,2,4,3,1,K
4,6,1,3,1,5,2,3,1,1,3,3,3,1,Q
4,7,1,2,0,2,1,3,5,2,3,1,3,4,O
4,5,1,1,0,8,1,6,5,2,1,2,1,2,I
4,6,1,2,0,1,2,3,1,2,3,2,1,2,B
3,8,2,2,0,2,2,1,1,6,3,1,3,1,O
5,3,1,2,0,2,1,6,4,1,2,2,1,4,M
4,7,1,1,0,1,1,3,2,3,1,2,1,4,I
4,3,1,1,0,1,1,4,2,5,3,2,1,4,P
4,4,1,2,0,7,1,2,1,5,3,2,5,2,B
4,7,2,2,0,2,1,4,3,4,3,2,3,2,2
4,8,2,2,0,7,1,2,1,4,3,2,3,2,2
3,8,1,2,1,4,1,1,3,2,3,2,3,1,P
4,8,2,2,1,4,1,3,1,6,2,2,3,1,V
3,7,2,2,1,4,1,3,2,6,2,2,3,1,M
2,8,2,2,0,2,1,5,2,2,3,2,3,1,P
3,6,1,2,0,2,1,3,2,4,2,2,1,2,1
4,7,1,2,0,2,2,2,1,3,2,2,4,5,T
4,3,1,1,1,3,1,5,4,5,3,1,2,1,5
3,3,1,1,0,1,1,3,4,4,3,2,1,4,2
3,8,2,3,0,6,1,3,1,1,3,3,3,1,Q
4,8,2,2,0,2,1,3,4,1,3,2,3,1,P
3,5,1,1,0,8,1,5,1,4,4,2,2,4,Y
3,6,2,4,1,5,1,5,6,4,4,3,4,4,H
4,2,0,1,0,8,1,5,4,1,3,2,2,2,B
4,7,1,2,0,7,1,1,2,4,3,2,5,2,2
4,4,1,2,0,7,1,1,1,3,3,2,5,2,F
4,8,2,2,0,2,2,5,3,1,2,4,3,1,K
3,7,1,2,0,2,1,6,4,1,3,2,3,2,A
3,4,1,2,0,7,1,1,3,5,4,2,5,2,S
3,5,2,3,0,6,1,2,3,1,3,2,5,1,2
4,6,1,3,0,6,1,3,4,5,2,2,2,4,M
3,8,2,3,1,5,1,3,1,5,3,1,3,1,5
3,8,1,2,0,7,1,3,1,6,4,3,3,1,H
4,3,1,1,0,8,1,5,5,3,3,2,2,4,P
3,8,2,2,0,2,1,5,3,1,4,3,3,1,H
3,5,2,2,0,7,1,2,1,1,4,2,2,2,Y
4,8,1,3,0,6,1,3,2,6,2,1,3,1,4
4,7,2,2,0,7,1,2,2,1,3,2,5,2,B
1,8,1,2,1,4,1,5,1,2,2,2,3,1,M
4,8,1,2,2,4,1,5,3,4,2,2,3,1,M
4,4,1,3,0,6,1,3,1,2,1,1,5,2,U
4,5,1,1,0,8,1,3,3,3,2,2,2,2,1
4,4,1,1,0,8,1,2,1,5,3,1,2,2,O
4,5,1,1,2,3,1,3,5,4,3,2,1,4,B
4,3,1,2,0,2,1,6,3,4,3,1,1,4,N
3,8,2,2,0,2,2,3,1,1,3,1,3,1,O
4,8,1,4,0,6,1,3,1,6,3,1,3,4,O
4,5,1,1,0,8,1,2,1,4,1,2,2,2,I
4,5,2,2,0,7,1,1,1,5,1,1,5,2,L
5,8,1,2,0,7,2,5,2,1,3,1,5,2,O
4,8,2,2,0,7,1,2,1,2,2,1,5,2,J
3,7,1,2,2,4,2,3,1,4,2,2,4,1,T
4,5,1,1,1,3,1,5,3,3,3,1,1,4,N
4,6,2,2,0,7,1,2,2,3,1,1,5,2,R
4,7,1,1,4,3,2,5,5,3,2,4,1,4,K
4,7,1,2,0,2,2,2,1,3,2,2,4,5,T
3,8,1,2,2,4,1,4,1,4,2,1,3,1,J
3,4,1,2,0,2,1,6,4,1,4,2,1,4,Y
4,8,1,2,0,7,2,2,1,1,1,1,4,4,U
4,7,2,2,0,7,1,1,1,6,3,2,5,2,2
1,8,1,1,0,1,1,2,1,2,3,2,1,1,A
4,5,1,2,0,7,1,3,5,2,3,1,5,2,5
3,8,1,2,0,2,1,4,3,6,4,2,3,1,S
4,3,1,1,0,8,1,3,6,6,3,2,2,2,2
2,8,2,2,0,7,1,1,1,5,2,3,3,2,D
3,8,2,2,1,4,1,2,3,3,3,1,3,1,O
3,7,2,3,0,6,1,3,1,4,3,2,5,2,F
4,8,1,2,1,4,1,3,3,4,2,2,3,1,T
3,6,1,1,0,8,1,4,3,6,4,4,2,2,3
3,7,1,1,1,3,1,2,1,4,3,1,1,4,O
3,1,1,1,0,8,1,1,2,4,3,2,2,2,B
5,6,2,4,0,6,1,5,3,4,2,4,3,1,K
3,6,1,2,0,2,1,5,4,1,4,3,2,3,H
4,1,0,2,0,2,1,3,2,4,2,2,1,4,C
4,3,1,2,0,7,1,3,2,4,2,2,5,2,1
4,7,1,2,0,7,1,1,2,4,3,2,5,2,2
5,5,0,1,0,1,1,5,4,4,2,2,1,4,M
3,4,1,1,1,3,1,5,3,4,2,2,1,4,E
2,8,1,2,0,2,1,2,2,4,2,2,3,1,V
3,8,1,2,0,7,1,3,1,2,2,2,5,2,M
4,5,1,3,0,6,1,5,4,2,3,1,4,4,N
4,8,2,2,2,3,1,2,1,6,3,2,3,2,B
4,5,1,1,0,1,1,3,2,3,2,2,1,1,V
4,8,2,2,0,2,1,3,3,2,2,3,3,2,D
3,5,1,1,1,3,1,5,2,3,3,1,1,4,N
3,7,1,1,1,3,1,2,1,4,3,1,1,4,O
3,8,2,2,0,7,1,2,2,1,3,2,5,2,2
4,3,0,2,0,7,1,5,4,1,2,2,5,5,M
3,4,1,1,0,1,1,3,4,6,3,2,1,2,P
4,7,1,2,0,1,1,5,5,2,3,3,3,4,Q
4,4,2,2,0,2,2,1,1,5,3,3,5,2,Q
3,6,1,2,2,3,1,1,1,6,3,2,4,1,A
4,4,1,1,0,1,2,3,2,4,1,4,1,2,6
3,7,2,3,0,6,1,2,1,6,3,1,4,2,N
3,1,1,2,0,2,1,3,2,5,3,3,4,2,G
4,7,2,3,0,6,1,1,1,4,4,2,3,2,S
3,8,2,2,0,2,1,6,6,1,2,4,3,1,K
3,7,1,2,2,4,1,3,2,3,3,2,3,1,2
3,8,1,2,2,4,1,3,2,3,1,2,3,1,I
4,3,1,2,0,7,1,1,1,4,3,3,5,2,G
5,8,1,2,0,7,1,2,1,4,3,2,5,2,B
2,8,1,2,0,2,2,5,3,1,2,2,3,1,T
4,3,2,2,0,2,2,5,5,1,2,3,1,4,D
3,8,1,2,0,2,1,5,4,6,2,2,3,4,M
4,8,2,2,0,2,1,3,3,5,3,3,3,1,Q
2,8,1,2,1,4,1,5,4,1,3,2,3,4,P
4,7,1,2,0,7,1,5,3,4,1,2,5,2,I
4,5,1,1,0,1,2,3,3,1,3,3,1,4,G
4,7,1,1,0,8,2,3,3,1,2,2,2,2,C
4,7,2,2,2,4,1,3,1,4,2,2,3,1,M
4,8,2,2,0,1,1,5,4,5,3,2,3,4,P
4,6,2,2,0,7,1,2,2,4,3,3,5,1,Q
